gbifID	abstract	accessRights	accrualMethod	accrualPeriodicity	accrualPolicy	alternative	audience	available	bibliographicCitation	conformsTo	contributor	coverage	created	creator	date	dateAccepted	dateCopyrighted	dateSubmitted	description	educationLevel	extent	format	hasFormat	hasPart	hasVersion	identifier	instructionalMethod	isFormatOf	isPartOf	isReferencedBy	isReplacedBy	isRequiredBy	isVersionOf	issued	language	license	mediator	medium	modified	provenance	publisher	references	relation	replaces	requires	rights	rightsHolder	source	spatial	subject	tableOfContents	temporal	title	type	valid	institutionID	collectionID	datasetID	institutionCode	collectionCode	datasetName	ownerInstitutionCode	basisOfRecord	informationWithheld	dataGeneralizations	dynamicProperties	occurrenceID	catalogNumber	recordNumber	recordedBy	individualCount	organismQuantity	organismQuantityType	sex	lifeStage	reproductiveCondition	behavior	establishmentMeans	occurrenceStatus	preparations	disposition	associatedReferences	associatedSequences	associatedTaxa	otherCatalogNumbers	occurrenceRemarks	organismID	organismName	organismScope	associatedOccurrences	associatedOrganisms	previousIdentifications	organismRemarks	materialSampleID	eventID	parentEventID	fieldNumber	eventDate	eventTime	startDayOfYear	endDayOfYear	year	month	day	verbatimEventDate	habitat	samplingProtocol	samplingEffort	sampleSizeValue	sampleSizeUnit	fieldNotes	eventRemarks	locationID	higherGeographyID	higherGeography	continent	waterBody	islandGroup	island	countryCode	stateProvince	county	municipality	locality	verbatimLocality	verbatimElevation	verbatimDepth	minimumDistanceAboveSurfaceInMeters	maximumDistanceAboveSurfaceInMeters	locationAccordingTo	locationRemarks	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	pointRadiusSpatialFit	verbatimCoordinateSystem	verbatimSRS	footprintWKT	footprintSRS	footprintSpatialFit	georeferencedBy	georeferencedDate	georeferenceProtocol	georeferenceSources	georeferenceVerificationStatus	georeferenceRemarks	geologicalContextID	earliestEonOrLowestEonothem	latestEonOrHighestEonothem	earliestEraOrLowestErathem	latestEraOrHighestErathem	earliestPeriodOrLowestSystem	latestPeriodOrHighestSystem	earliestEpochOrLowestSeries	latestEpochOrHighestSeries	earliestAgeOrLowestStage	latestAgeOrHighestStage	lowestBiostratigraphicZone	highestBiostratigraphicZone	lithostratigraphicTerms	group	formation	member	bed	identificationID	identificationQualifier	typeStatus	identifiedBy	dateIdentified	identificationReferences	identificationVerificationStatus	identificationRemarks	taxonID	scientificNameID	acceptedNameUsageID	parentNameUsageID	originalNameUsageID	nameAccordingToID	namePublishedInID	taxonConceptID	scientificName	acceptedNameUsage	parentNameUsage	originalNameUsage	nameAccordingTo	namePublishedIn	namePublishedInYear	higherClassification	kingdom	phylum	class	order	family	genus	subgenus	specificEpithet	infraspecificEpithet	taxonRank	verbatimTaxonRank	vernacularName	nomenclaturalCode	taxonomicStatus	nomenclaturalStatus	taxonRemarks	datasetKey	publishingCountry	lastInterpreted	elevation	elevationAccuracy	depth	depthAccuracy	distanceAboveSurface	distanceAboveSurfaceAccuracy	issue	mediaType	hasCoordinate	hasGeospatialIssues	taxonKey	acceptedTaxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	subgenusKey	speciesKey	species	genericName	acceptedScientificName	typifiedName	protocol	lastParsed	lastCrawled	repatriated
2147661928		0																								-27509										CC_BY_4_0			2019-03-11T16:19:53Z																				ADU-UCT	MammalMAP-VM			HUMAN_OBSERVATION			Least Concern	-27509	1552308614		Mignard Dominique																Aepyceros melampus									-27509			2019-01-26T00:00:00Z				2019	1	26									VM-Gazetteer-ID:92918		| Kenya |					KE				Samburu National Reserve								0.625	37.625	12000.0											GPS																								VM ID-panel					211850								Aepyceros melampus (Lichtenstein, 1812)							Animalia | Chordata | Mammalia | Artiodactyla | Bovidae	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Aepyceros		melampus		SPECIES		Impala		ACCEPTED			999d8fed-d06d-48d8-87ee-cc36e6c8456c	ZA	2019-03-31T06:28:58.512Z	0.0	0.0	0.0	0.0					true	false	2441144	2441144	1	44	359	731	9614	2441143		2441144	Aepyceros melampus	Aepyceros	Aepyceros melampus (Lichtenstein, 1812)		DWC_ARCHIVE	2019-03-31T06:28:58.365Z	2019-03-31T06:28:58.175Z	false
2147661927		0																								-27486										CC_BY_4_0			2019-03-11T19:56:50Z																				ADU-UCT	MammalMAP-VM			HUMAN_OBSERVATION			Least Concern	-27486	1552287698		Mignard Dominique																Aepyceros melampus									-27486			2019-01-23T00:00:00Z				2019	1	23									VM-Gazetteer-ID:92888		| Kenya |					KE				Meru NP								0.125	38.125	12000.0											GPS																								VM ID-panel					211850								Aepyceros melampus (Lichtenstein, 1812)							Animalia | Chordata | Mammalia | Artiodactyla | Bovidae	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Aepyceros		melampus		SPECIES		Impala		ACCEPTED			999d8fed-d06d-48d8-87ee-cc36e6c8456c	ZA	2019-03-31T06:28:58.463Z	0.0	0.0	0.0	0.0					true	false	2441144	2441144	1	44	359	731	9614	2441143		2441144	Aepyceros melampus	Aepyceros	Aepyceros melampus (Lichtenstein, 1812)		DWC_ARCHIVE	2019-03-31T06:28:58.365Z	2019-03-31T06:28:58.174Z	false
2147661919		0																								-27484										CC_BY_4_0			2019-03-11T20:09:55Z																				ADU-UCT	MammalMAP-VM			HUMAN_OBSERVATION			Least Concern	-27484	1552287462		Mignard Dominique																Aepyceros melampus									-27484			2019-01-22T00:00:00Z				2019	1	22									VM-Gazetteer-ID:92886		| Kenya |					KE				Meru NP								0.125	38.125	12000.0											GPS																								VM ID-panel					211850								Aepyceros melampus (Lichtenstein, 1812)							Animalia | Chordata | Mammalia | Artiodactyla | Bovidae	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Aepyceros		melampus		SPECIES		Impala		ACCEPTED			999d8fed-d06d-48d8-87ee-cc36e6c8456c	ZA	2019-03-31T06:28:58.463Z	0.0	0.0	0.0	0.0					true	false	2441144	2441144	1	44	359	731	9614	2441143		2441144	Aepyceros melampus	Aepyceros	Aepyceros melampus (Lichtenstein, 1812)		DWC_ARCHIVE	2019-03-31T06:28:58.337Z	2019-03-31T06:28:58.174Z	false
2147661917		0																								-27485										CC_BY_4_0			2019-03-11T20:08:38Z																				ADU-UCT	MammalMAP-VM			HUMAN_OBSERVATION			Least Concern	-27485	1552287562		Mignard Dominique																Aepyceros melampus									-27485			2019-01-22T00:00:00Z				2019	1	22									VM-Gazetteer-ID:92887		| Kenya |					KE				Meru NP								0.125	38.125	12000.0											GPS																								VM ID-panel					211850								Aepyceros melampus (Lichtenstein, 1812)							Animalia | Chordata | Mammalia | Artiodactyla | Bovidae	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Aepyceros		melampus		SPECIES		Impala		ACCEPTED			999d8fed-d06d-48d8-87ee-cc36e6c8456c	ZA	2019-03-31T06:28:58.512Z	0.0	0.0	0.0	0.0					true	false	2441144	2441144	1	44	359	731	9614	2441143		2441144	Aepyceros melampus	Aepyceros	Aepyceros melampus (Lichtenstein, 1812)		DWC_ARCHIVE	2019-03-31T06:28:58.333Z	2019-03-31T06:28:58.174Z	false
2147661915		0																								-27430										CC_BY_4_0			2019-03-09T19:38:01Z																				ADU-UCT	MammalMAP-VM			HUMAN_OBSERVATION			Least Concern	-27430	1552115570		Mignard Dominique																Aepyceros melampus									-27430			2019-01-30T00:00:00Z				2019	1	30									VM-Gazetteer-ID:92761		| Kenya |					KE				Nakuru NP								-0.375	36.125	12000.0											GPS																								VM ID-panel					211850								Aepyceros melampus (Lichtenstein, 1812)							Animalia | Chordata | Mammalia | Artiodactyla | Bovidae	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Aepyceros		melampus		SPECIES		Impala		ACCEPTED			999d8fed-d06d-48d8-87ee-cc36e6c8456c	ZA	2019-03-31T06:28:58.512Z	0.0	0.0	0.0	0.0					true	false	2441144	2441144	1	44	359	731	9614	2441143		2441144	Aepyceros melampus	Aepyceros	Aepyceros melampus (Lichtenstein, 1812)		DWC_ARCHIVE	2019-03-31T06:28:58.365Z	2019-03-31T06:28:58.173Z	false
2147661696		0																								-27508										CC_BY_4_0			2019-03-11T16:21:14Z																				ADU-UCT	MammalMAP-VM			HUMAN_OBSERVATION			Least Concern	-27508	1552308523		Mignard Dominique																Aepyceros melampus									-27508			2019-01-25T00:00:00Z				2019	1	25									VM-Gazetteer-ID:92916		| Kenya |					KE				Samburu National Reserve								0.625	37.625	12000.0											GPS																								VM ID-panel					211850								Aepyceros melampus (Lichtenstein, 1812)							Animalia | Chordata | Mammalia | Artiodactyla | Bovidae	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Aepyceros		melampus		SPECIES		Impala		ACCEPTED			999d8fed-d06d-48d8-87ee-cc36e6c8456c	ZA	2019-03-31T06:28:58.463Z	0.0	0.0	0.0	0.0					true	false	2441144	2441144	1	44	359	731	9614	2441143		2441144	Aepyceros melampus	Aepyceros	Aepyceros melampus (Lichtenstein, 1812)		DWC_ARCHIVE	2019-03-31T06:28:58.362Z	2019-03-31T06:28:58.174Z	false
2028488516																										21371802										CC_BY_NC_4_0			2019-03-19T11:15:29Z			https://www.inaturalist.org/observations/21371802				© Mike Plagens some rights reserved	Mike Plagens												iNaturalist	Observations	iNaturalist research-grade observations		HUMAN_OBSERVATION				https://www.inaturalist.org/observations/21371802	21371802		Mike Plagens																												2019-03-04T09:02:00Z	06:02:00Z			2019	3	4	2019/03/04 9:02 AM EAT															KE	Nakuru				Lake Nakuru National Park, Kenya							-0.33464	36.115002																																	47729703				2019-03-18T23:34:58Z				42278								Aepyceros melampus (Lichtenstein, 1812)								Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Aepyceros		melampus		SPECIES				ACCEPTED			50c9509d-22c7-4a22-a47d-8c48425ef4a7	US	2019-03-26T19:37:52.787Z							GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED	STILLIMAGE	true	false	2441144	2441144	1	44	359	731	9614	2441143		2441144	Aepyceros melampus	Aepyceros	Aepyceros melampus (Lichtenstein, 1812)		DWC_ARCHIVE	2019-03-26T19:37:22.837Z	2019-04-04T15:14:16.545Z	false
2028462148																										21291398										CC_BY_NC_4_0			2019-03-19T20:52:51Z			https://www.inaturalist.org/observations/21291398				© Shirley Hitschmann some rights reserved	Shirley Hitschmann												iNaturalist	Observations	iNaturalist research-grade observations		HUMAN_OBSERVATION				https://www.inaturalist.org/observations/21291398	21291398		Shirley Hitschmann																1249:111418:40C:2835:CAMERA1 :2												2018-11-14T12:49:00Z	11:49:00Z			2018	11	14	2018/11/14 12:49 PM CAT															ZW	Masvingo				Chipinge, Zimbabwe							-20.44804	32.244321	61.0																																47544911				2019-03-16T18:18:49Z				147920								Aepyceros melampus melampus								Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Aepyceros		melampus	melampus	SUBSPECIES				ACCEPTED			50c9509d-22c7-4a22-a47d-8c48425ef4a7	US	2019-03-26T19:37:06.302Z							GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED	STILLIMAGE	true	false	7261451	7261451	1	44	359	731	9614	2441143		2441144	Aepyceros melampus	Aepyceros	Aepyceros melampus melampus		DWC_ARCHIVE	2019-03-26T19:36:56.136Z	2019-04-04T15:14:09.465Z	false
2028462102																										21291389										CC_BY_NC_4_0			2019-03-19T20:53:26Z			https://www.inaturalist.org/observations/21291389				© Shirley Hitschmann some rights reserved	Shirley Hitschmann												iNaturalist	Observations	iNaturalist research-grade observations		HUMAN_OBSERVATION				https://www.inaturalist.org/observations/21291389	21291389		Shirley Hitschmann																0827:111418:17C:2842:CAMERA1 :2 Too many pictures to upload but did upload a few showing numbers and some behaviours. One shows a female on her knees to drink, while there are quite a few adult males with the herd. One greets another on the nose. about 1 hr of impala drinking												2018-11-14T08:27:00Z	07:27:00Z			2018	11	14	2018/11/14 8:27 AM CAT															ZW	Masvingo				Chipinge, Zimbabwe							-20.448124	32.244321	138.0																																47544896				2019-03-16T18:18:38Z				42278								Aepyceros melampus (Lichtenstein, 1812)								Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Aepyceros		melampus		SPECIES				ACCEPTED			50c9509d-22c7-4a22-a47d-8c48425ef4a7	US	2019-03-26T19:37:06.272Z							GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED	STILLIMAGE	true	false	2441144	2441144	1	44	359	731	9614	2441143		2441144	Aepyceros melampus	Aepyceros	Aepyceros melampus (Lichtenstein, 1812)		DWC_ARCHIVE	2019-03-26T19:36:56.101Z	2019-04-04T15:14:10.238Z	false
2028462093																										21291411										CC_BY_NC_4_0			2019-03-19T20:51:41Z			https://www.inaturalist.org/observations/21291411				© Shirley Hitschmann some rights reserved	Shirley Hitschmann												iNaturalist	Observations	iNaturalist research-grade observations		HUMAN_OBSERVATION				https://www.inaturalist.org/observations/21291411	21291411		Shirley Hitschmann																1318:111418:45C:2833:CAMERA1 :2												2018-11-14T13:18:00Z	12:18:00Z			2018	11	14	2018/11/14 1:18 PM CAT															ZW	Masvingo				Chipinge, Zimbabwe							-20.44804	32.244321	61.0																																47544930				2019-03-16T18:19:00Z				147920								Aepyceros melampus melampus								Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Aepyceros		melampus	melampus	SUBSPECIES				ACCEPTED			50c9509d-22c7-4a22-a47d-8c48425ef4a7	US	2019-03-26T19:37:06.070Z							GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED	STILLIMAGE	true	false	7261451	7261451	1	44	359	731	9614	2441143		2441144	Aepyceros melampus	Aepyceros	Aepyceros melampus melampus		DWC_ARCHIVE	2019-03-26T19:36:56.081Z	2019-04-04T15:14:10.063Z	false
